Model,Tumor Type,Treatment
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BGJ398
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BKM120
X-127,GC,BYL719 + LJM716
X-127,GC,BYL719 + LJM716
X-127,GC,BYL719 + LJM716
X-127,GC,BYL719 + LJM716
X-127,GC,BYL719 + LJM716
X-127,GC,BYL719 + LJM716
X-127,GC,BYL719 + LJM716
X-127,GC,BYL719 + LJM716
X-127,GC,BYL719 + LJM716
X-127,GC,BYL719
X-127,GC,BYL719
X-127,GC,BYL719
X-127,GC,BYL719
X-127,GC,BYL719
X-127,GC,BYL719
X-127,GC,BYL719
X-127,GC,BYL719
X-127,GC,BYL719
X-127,GC,BYL719
X-127,GC,BYL719 + HSP990
X-127,GC,BYL719 + HSP990
X-127,GC,BYL719 + HSP990
X-127,GC,BYL719 + HSP990
X-127,GC,BYL719 + HSP990
X-127,GC,BYL719 + HSP990
X-127,GC,BYL719 + HSP990
X-127,GC,BYL719 + HSP990
X-127,GC,BYL719 + HSP990
X-127,GC,BYL719 + HSP990
X-127,GC,CLR457
X-127,GC,CLR457
X-127,GC,CLR457
X-127,GC,CLR457
X-127,GC,CLR457
X-127,GC,CLR457
X-127,GC,CLR457
X-127,GC,CLR457
X-127,GC,CLR457
X-127,GC,HDM201
X-127,GC,HDM201
X-127,GC,HDM201
X-127,GC,HDM201
X-127,GC,HDM201
X-127,GC,HDM201
X-127,GC,HDM201
X-127,GC,HDM201
X-127,GC,HDM201
X-127,GC,HDM201
X-127,GC,HDM201
X-127,GC,HDM201
X-127,GC,"figitumumab"""
X-127,GC,"figitumumab"""
X-127,GC,"figitumumab"""
X-127,GC,"figitumumab"""
X-127,GC,"figitumumab"""
X-127,GC,"figitumumab"""
X-127,GC,"figitumumab"""
X-127,GC,"figitumumab"""
X-127,GC,"figitumumab"""
X-127,GC,"figitumumab"""
X-127,GC,"figitumumab"""
X-127,GC,HSP990
X-127,GC,HSP990
X-127,GC,HSP990
X-127,GC,HSP990
X-127,GC,HSP990
X-127,GC,HSP990
X-127,GC,HSP990
X-127,GC,HSP990
X-127,GC,HSP990
X-127,GC,HSP990
X-127,GC,HSP990
X-127,GC,HSP990
X-127,GC,INC280 + trastuzumab
X-127,GC,INC280 + trastuzumab
X-127,GC,INC280 + trastuzumab
X-127,GC,INC280 + trastuzumab
X-127,GC,INC280 + trastuzumab
X-127,GC,INC280 + trastuzumab
X-127,GC,INC280 + trastuzumab
X-127,GC,INC280 + trastuzumab
X-127,GC,INC280 + trastuzumab
X-127,GC,INC280 + trastuzumab
X-127,GC,INC280
X-127,GC,INC280
X-127,GC,INC280
X-127,GC,INC280
X-127,GC,INC280
X-127,GC,INC280
X-127,GC,INC280
X-127,GC,INC280
X-127,GC,INC280
X-127,GC,INC280
X-127,GC,LEE011
X-127,GC,LEE011
X-127,GC,LEE011
X-127,GC,LEE011
X-127,GC,LEE011
X-127,GC,LEE011
X-127,GC,LEE011
X-127,GC,LEE011
X-127,GC,LEE011
X-127,GC,LEE011
X-127,GC,LEE011 + everolimus
X-127,GC,LEE011 + everolimus
X-127,GC,LEE011 + everolimus
X-127,GC,LEE011 + everolimus
X-127,GC,LEE011 + everolimus
X-127,GC,LEE011 + everolimus
X-127,GC,LEE011 + everolimus
X-127,GC,LEE011 + everolimus
X-127,GC,LEE011 + everolimus
X-127,GC,LEE011 + everolimus
X-127,GC,LEE011 + everolimus
X-127,GC,LJM716 + trastuzumab
X-127,GC,LJM716 + trastuzumab
X-127,GC,LJM716 + trastuzumab
X-127,GC,LJM716 + trastuzumab
X-127,GC,LJM716 + trastuzumab
X-127,GC,LJM716 + trastuzumab
X-127,GC,LJM716 + trastuzumab
X-127,GC,LJM716 + trastuzumab
X-127,GC,LJM716 + trastuzumab
X-127,GC,LJM716 + trastuzumab
X-127,GC,LJM716
X-127,GC,LJM716
X-127,GC,LJM716
X-127,GC,LJM716
X-127,GC,LJM716
X-127,GC,LJM716
X-127,GC,LJM716
X-127,GC,LJM716
X-127,GC,LJM716
X-127,GC,LJM716
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,LLM871
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,binimetinib
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,everolimus
X-127,GC,trastuzumab
X-127,GC,trastuzumab
X-127,GC,trastuzumab
X-127,GC,trastuzumab
X-127,GC,trastuzumab
X-127,GC,trastuzumab
X-127,GC,trastuzumab
X-127,GC,trastuzumab
X-127,GC,trastuzumab
X-127,GC,trastuzumab
X-1270,CRC,5FU
X-1270,CRC,5FU
X-1270,CRC,5FU
X-1270,CRC,5FU
X-1270,CRC,5FU
X-1270,CRC,5FU
X-1270,CRC,5FU
X-1270,CRC,BKM120
X-1270,CRC,BKM120
X-1270,CRC,BKM120
X-1270,CRC,BKM120
X-1270,CRC,BKM120
X-1270,CRC,BKM120
X-1270,CRC,BKM120
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BKM120 + LJC049
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab + encorafenib
X-1270,CRC,BYL719 + cetuximab
X-1270,CRC,BYL719 + cetuximab
X-1270,CRC,BYL719 + cetuximab
X-1270,CRC,BYL719 + cetuximab
X-1270,CRC,BYL719 + cetuximab
X-1270,CRC,BYL719 + cetuximab
X-1270,CRC,BYL719 + cetuximab
X-1270,CRC,BYL719 + cetuximab
X-1270,CRC,BYL719 + cetuximab
X-1270,CRC,BYL719 + cetuximab
X-1270,CRC,BYL719 + cetuximab
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + LJM716
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + binimetinib
X-1270,CRC,BYL719 + encorafenib
X-1270,CRC,BYL719 + encorafenib
X-1270,CRC,BYL719 + encorafenib
X-1270,CRC,BYL719 + encorafenib
X-1270,CRC,BYL719 + encorafenib
X-1270,CRC,BYL719 + encorafenib
X-1270,CRC,BYL719 + encorafenib
X-1270,CRC,BYL719 + encorafenib
X-1270,CRC,BYL719 + encorafenib
X-1270,CRC,CGM097
X-1270,CRC,CGM097
X-1270,CRC,CGM097
X-1270,CRC,CGM097
X-1270,CRC,CGM097
X-1270,CRC,CGM097
X-1270,CRC,CGM097
X-1270,CRC,CKX620
X-1270,CRC,CKX620
X-1270,CRC,CKX620
X-1270,CRC,CKX620
X-1270,CRC,CKX620
X-1270,CRC,CKX620
X-1270,CRC,CKX620
X-1270,CRC,CKX620
X-1270,CRC,CKX620
X-1270,CRC,CKX620
X-1270,CRC,CKX620
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,CLR457
X-1270,CRC,HDM201
X-1270,CRC,HDM201
X-1270,CRC,HDM201
X-1270,CRC,HDM201
X-1270,CRC,HDM201
X-1270,CRC,HDM201
X-1270,CRC,HDM201
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab
X-1270,CRC,cetuximab + encorafenib
X-1270,CRC,cetuximab + encorafenib
X-1270,CRC,cetuximab + encorafenib
X-1270,CRC,cetuximab + encorafenib
X-1270,CRC,cetuximab + encorafenib
X-1270,CRC,cetuximab + encorafenib
X-1270,CRC,cetuximab + encorafenib
X-1270,CRC,cetuximab + encorafenib
X-1270,CRC,cetuximab + encorafenib
X-1270,CRC,cetuximab + encorafenib
X-1270,CRC,cetuximab + encorafenib
X-1270,CRC,LEE011
X-1270,CRC,LEE011
X-1270,CRC,LEE011
X-1270,CRC,LEE011
X-1270,CRC,LEE011
X-1270,CRC,LEE011
X-1270,CRC,LEE011
X-1270,CRC,LEE011
X-1270,CRC,LEE011
X-1270,CRC,encorafenib
X-1270,CRC,encorafenib
X-1270,CRC,encorafenib
X-1270,CRC,encorafenib
X-1270,CRC,encorafenib
X-1270,CRC,encorafenib
X-1270,CRC,encorafenib
X-1270,CRC,encorafenib
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LJC049
X-1270,CRC,LKA136
X-1270,CRC,LKA136
X-1270,CRC,LKA136
X-1270,CRC,LKA136
X-1270,CRC,LKA136
X-1270,CRC,LKA136
X-1270,CRC,LKA136
X-1270,CRC,binimetinib
X-1270,CRC,binimetinib
X-1270,CRC,binimetinib
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-1270,CRC,untreated
X-128,GC,BGJ398
X-128,GC,BGJ398
X-128,GC,BGJ398
X-128,GC,BGJ398
X-128,GC,BGJ398
X-128,GC,BGJ398
X-128,GC,BGJ398
X-128,GC,BGJ398
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BKM120
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + LJM716
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,BYL719 + HSP990
X-128,GC,CLR457
X-128,GC,CLR457
X-128,GC,CLR457
X-128,GC,CLR457
X-128,GC,CLR457
X-128,GC,CLR457
X-128,GC,CLR457
X-128,GC,CLR457
X-128,GC,CLR457
X-128,GC,CLR457
X-128,GC,CLR457
X-128,GC,CLR457
X-128,GC,HDM201
X-128,GC,HDM201
X-128,GC,HDM201
X-128,GC,HDM201
X-128,GC,HDM201
X-128,GC,HDM201
X-128,GC,HDM201
X-128,GC,HDM201
X-128,GC,HDM201
X-128,GC,HDM201
X-128,GC,"figitumumab"""
X-128,GC,"figitumumab"""
X-128,GC,"figitumumab"""
X-128,GC,"figitumumab"""
X-128,GC,"figitumumab"""
X-128,GC,"figitumumab"""
X-128,GC,"figitumumab"""
X-128,GC,"figitumumab"""
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,HSP990
X-128,GC,INC280 + trastuzumab
X-128,GC,INC280 + trastuzumab
X-128,GC,INC280 + trastuzumab
X-128,GC,INC280 + trastuzumab
X-128,GC,INC280 + trastuzumab
X-128,GC,INC280 + trastuzumab
X-128,GC,INC280 + trastuzumab
X-128,GC,INC280 + trastuzumab
X-128,GC,INC280 + trastuzumab
X-128,GC,INC280 + trastuzumab
X-128,GC,INC280
X-128,GC,INC280
X-128,GC,INC280
X-128,GC,INC280
X-128,GC,INC280
X-128,GC,INC280
X-128,GC,INC280
X-128,GC,INC280
X-128,GC,INC280
X-128,GC,INC280
X-128,GC,INC280
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011 + everolimus
X-128,GC,LEE011
X-128,GC,LEE011
X-128,GC,LEE011
X-128,GC,LEE011
X-128,GC,LEE011
X-128,GC,LEE011
X-128,GC,LEE011
X-128,GC,LEE011
X-128,GC,LEE011
X-128,GC,LEE011
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716 + trastuzumab
X-128,GC,LJM716
X-128,GC,LJM716
X-128,GC,LJM716
X-128,GC,LJM716
X-128,GC,LJM716
X-128,GC,LJM716
X-128,GC,LJM716
X-128,GC,LJM716
X-128,GC,LJM716
X-128,GC,LJM716
X-128,GC,LJM716
X-128,GC,LLM871
X-128,GC,LLM871
X-128,GC,LLM871
X-128,GC,LLM871
X-128,GC,LLM871
X-128,GC,LLM871
X-128,GC,LLM871
X-128,GC,LLM871
X-128,GC,LLM871
X-128,GC,LLM871
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,binimetinib
X-128,GC,everolimus
X-128,GC,everolimus
X-128,GC,everolimus
X-128,GC,everolimus
X-128,GC,everolimus
X-128,GC,everolimus
X-128,GC,everolimus
X-128,GC,everolimus
X-128,GC,everolimus
X-128,GC,everolimus
X-128,GC,trastuzumab
X-128,GC,trastuzumab
X-128,GC,trastuzumab
X-128,GC,trastuzumab
X-128,GC,trastuzumab
X-128,GC,trastuzumab
X-128,GC,trastuzumab
X-128,GC,trastuzumab
X-1286,BRCA,BGJ398
X-1286,BRCA,BGJ398
X-1286,BRCA,BGJ398
X-1286,BRCA,BGJ398
X-1286,BRCA,BGJ398
X-1286,BRCA,BGJ398
X-1286,BRCA,BGJ398
X-1286,BRCA,BGJ398
X-1286,BRCA,BGJ398
X-1286,BRCA,BGJ398
X-1286,BRCA,BGJ398
